RowID,Letter,Level,Term,See,SeeAlso,NonEssModif,Code
1220,A,6,nontraffic,,,,V19.10
1221,A,6,specified type NEC,,,(traffic),V19.59
1222,A,7,nontraffic,,,,V19.19
1223,A,5,pedal cycle,,,(traffic),V11.5
1224,A,6,nontraffic,,,,V11.1
1225,A,5,pickup truck,,,(traffic),V13.5
1226,A,6,nontraffic,,,,V13.1
1227,A,5,railway vehicle,,,(traffic),V15.5
1228,A,6,nontraffic,,,,V15.1
1229,A,5,specified vehicle NEC,,,(traffic),V16.5
1230,A,6,nontraffic,,,,V16.1
1231,A,5,stationary object,,,(traffic),V17.5
1232,A,6,nontraffic,,,,V17.1
1233,A,5,streetcar,,,(traffic),V16.5
1234,A,6,nontraffic,,,,V16.1
1235,A,5,three wheeled motor vehicle,,,(traffic),V12.5
1236,A,6,nontraffic,,,,V12.1
1237,A,5,truck,,,(traffic),V14.5
1238,A,6,nontraffic,,,,V14.1
1239,A,5,two wheeled motor vehicle,,,(traffic),V12.5
1240,A,6,nontraffic,,,,V12.1
1241,A,5,van,,,(traffic),V13.5
1242,A,6,nontraffic,,,,V13.1
1243,A,4,noncollision accident,,,(traffic),V18.5
1244,A,5,nontraffic,,,,V18.1
1245,A,3,specified type NEC,,,,V19.88
1246,A,4,military vehicle,,,,V19.81
1247,A,2,pedestrian,,,,
1248,A,3,conveyance,,,(occupant),V09.9
1249,A,4,baby stroller,,,,V00.828
1250,A,5,collision,,,(with),V09.9
1251,A,6,animal being ridden or animal drawn vehicle,,,,V06.99
1252,A,7,nontraffic,,,,V06.09
1253,A,7,traffic,,,,V06.19
1254,A,6,bus or heavy transport,,,,V04.99
1255,A,7,nontraffic,,,,V04.09
1256,A,7,traffic,,,,V04.19
1257,A,6,car,,,,V03.99
1258,A,7,nontraffic,,,,V03.09
1259,A,7,traffic,,,,V03.19
1260,A,6,pedal cycle,,,,V01.99
1261,A,7,nontraffic,,,,V01.09
1262,A,7,traffic,,,,V01.19
1263,A,6,pick-up truck or van,,,,V03.99
1264,A,7,nontraffic,,,,V03.09
1265,A,7,traffic,,,,V03.19
1266,A,6,railway,,,(train) (vehicle),V05.99
1267,A,7,nontraffic,,,,V05.09
1268,A,7,traffic,,,,V05.19
1269,A,6,streetcar,,,,V06.99
1270,A,7,nontraffic,,,,V06.09
1271,A,7,traffic,,,,V06.19
1272,A,6,stationary object,,,,V00.822
1273,A,6,two- or three-wheeled motor vehicle,,,,V02.99
1274,A,7,nontraffic,,,,V02.09
1275,A,7,traffic,,,,V02.19
1276,A,6,vehicle,,,,V09.9
1277,A,7,animal-drawn,,,,V06.99
1278,A,8,nontraffic,,,,V06.09
1279,A,8,traffic,,,,V06.19
1280,A,7,motor,,,,
1281,A,8,nontraffic,,,,V09.00
1282,A,8,traffic,,,,V09.20
1283,A,5,fall,,,,V00.821
1284,A,5,nontraffic,,,,V09.1
1285,A,6,involving motor vehicle NEC,,,,V09.00
1286,A,5,traffic,,,,V09.3
1287,A,6,involving motor vehicle NEC,,,,V09.20
1288,A,4,flat-bottomed NEC,,,,V00.388
1289,A,5,collision,,,(with),V09.9
1290,A,6,animal being ridden or animal drawn vehicle,,,,V06.99
1291,A,7,nontraffic,,,,V06.09
1292,A,7,traffic,,,,V06.19
1293,A,6,bus or heavy transport,,,,V04.99
1294,A,7,nontraffic,,,,V04.09
1295,A,7,traffic,,,,V04.19
1296,A,6,car,,,,V03.99
1297,A,7,nontraffic,,,,V03.09
1298,A,7,traffic,,,,V03.19
1299,A,6,pedal cycle,,,,V01.99
1300,A,7,nontraffic,,,,V01.09
1301,A,7,traffic,,,,V01.19
1302,A,6,pick-up truck or van,,,,V03.99
1303,A,7,nontraffic,,,,V03.09
1304,A,7,traffic,,,,V03.19
1305,A,6,railway,,,(train) (vehicle),V05.99
1306,A,7,nontraffic,,,,V05.09
1307,A,7,traffic,,,,V05.19
1308,A,6,stationary object,,,,V00.382
1309,A,6,streetcar,,,,V06.99
1310,A,7,nontraffic,,,,V06.09
1311,A,7,traffic,,,,V06.19
1312,A,6,two- or three-wheeled motor vehicle,,,,V02.99
1313,A,7,nontraffic,,,,V02.09
1314,A,7,traffic,,,,V02.19
1315,A,6,vehicle,,,,V09.9
1316,A,7,animal-drawn,,,,V06.99
1317,A,8,nontraffic,,,,V06.09
1318,A,8,traffic,,,,V06.19
1319,A,7,motor,,,,
1320,A,8,nontraffic,,,,V09.00
1321,A,8,traffic,,,,V09.20
1322,A,5,fall,,,,V00.381
1323,A,5,nontraffic,,,,V09.1
1324,A,6,involving motor vehicle NEC,,,,V09.00
1325,A,5,snow,,,,
1326,A,6,board,"Accident, transport, pedestrian, conveyance, snow board",,,
1327,A,6,ski,"Accident, transport, pedestrian, conveyance, skis (snow)",,,
1328,A,5,traffic,,,,V09.3
1329,A,6,involving motor vehicle NEC,,,,V09.20
1330,A,4,gliding type NEC,,,,V00.288
1331,A,5,collision,,,(with),V09.9
1332,A,6,animal being ridden or animal drawn vehicle,,,,V06.99
1333,A,7,nontraffic,,,,V06.09
1334,A,7,traffic,,,,V06.19
1335,A,6,bus or heavy transport,,,,V04.99
1336,A,7,nontraffic,,,,V04.09
1337,A,7,traffic,,,,V04.19
1338,A,6,car,,,,V03.99
1339,A,7,nontraffic,,,,V03.09
1340,A,7,traffic,,,,V03.19
1341,A,6,pedal cycle,,,,V01.99
1342,A,7,nontraffic,,,,V01.09
1343,A,7,traffic,,,,V01.19
1344,A,6,pick-up truck or van,,,,V03.99
1345,A,7,nontraffic,,,,V03.09
1346,A,7,traffic,,,,V03.19
1347,A,6,railway,,,(train) (vehicle),V05.99
1348,A,7,nontraffic,,,,V05.09
1349,A,7,traffic,,,,V05.19
1350,A,6,stationary object,,,,V00.282
1351,A,6,streetcar,,,,V06.99
1352,A,7,nontraffic,,,,V06.09
1353,A,7,traffic,,,,V06.19
1354,A,6,two- or three-wheeled motor vehicle,,,,V02.99
1355,A,7,nontraffic,,,,V02.09
1356,A,7,traffic,,,,V02.19
1357,A,6,vehicle,,,,V09.9
1358,A,7,animal-drawn,,,,V06.99
1359,A,8,nontraffic,,,,V06.09
1360,A,8,traffic,,,,V06.19
1361,A,7,motor,,,,
1362,A,8,nontraffic,,,,V09.00
1363,A,8,traffic,,,,V09.20
1364,A,5,fall,,,,V00.281
1365,A,5,heelies,"Accident, transport, pedestrian, conveyance, heelies",,,
1366,A,5,ice skate,"Accident, transport, pedestrian, conveyance, ice skate",,,
1367,A,5,nontraffic,,,,V09.1
1368,A,6,involving motor vehicle NEC,,,,V09.00
1369,A,5,sled,"Accident, transport, pedestrian, conveyance, sled",,,
1370,A,5,traffic,,,,V09.3
1371,A,6,involving motor vehicle NEC,,,,V09.20
1372,A,6,wheelies,"Accident, transport, pedestrian, conveyance, heelies",,,
1373,A,4,heelies,,,,V00.158
1374,A,5,colliding with stationary object,,,,V00.152
1375,A,5,fall,,,,V00.151
1376,A,4,hoverboard,,,,
1377,A,5,collision with,,,,
1378,A,6,animal being ridden or animal drawn vehicle,,,,V06.938
1379,A,7,nontraffic,,,,V06.038
1380,A,7,traffic,,,,V06.138
1381,A,6,bus or heavy transport,,,,V04.938
1382,A,7,nontraffic,,,,V04.038
1383,A,7,traffic,,,,V04.138
1384,A,6,car,,,,V03.938
1385,A,7,nontraffic,,,,V03.038
1386,A,7,traffic,,,,V03.138
1387,A,6,pedal cycle,,,,V01.938
1388,A,7,nontraffic,,,,V01.038
1389,A,7,traffic,,,,V01.138
1390,A,6,pick-up or van,,,,V03.938
1391,A,7,nontraffic,,,,V03.038
1392,A,7,traffic,,,,V03.138
1393,A,6,railway,,,(train) (vehicle),V05.938
1394,A,7,nontraffic,,,,V05.038
1395,A,7,traffic,,,,V05.138
1396,A,6,streetcar,,,,V06.938
1397,A,7,nontraffic,,,,V06.038
1398,A,7,traffic,,,,V06.138
1399,A,6,three-wheeled motor vehicle,,,,V02.938
1400,A,7,nontraffic,,,,V02.038
1401,A,7,traffic,,,,V02.138
1402,A,6,two-wheeled motor vehicle,,,,V02.938
1403,A,7,nontraffic,,,,V02.038
1404,A,7,traffic,,,,V02.138
1405,A,6,"vehicle, nonmotor, specified NEC",,,,V06.938
1406,A,7,nontraffic,,,,V06.038
1407,A,7,traffic,,,,V06.138
1408,A,5,fall,,,,V00.848
1409,A,4,ice skates,,,,V00.218
1410,A,5,collision,,,(with),V09.9
1411,A,6,animal being ridden or animal drawn vehicle,,,,V06.99
1412,A,7,nontraffic,,,,V06.09
1413,A,7,traffic,,,,V06.19
1414,A,6,bus or heavy transport,,,,V04.99
1415,A,7,nontraffic,,,,V04.09
1416,A,7,traffic,,,,V04.19
1417,A,6,car,,,,V03.99
1418,A,7,nontraffic,,,,V03.09
1419,A,7,traffic,,,,V03.19
1420,A,6,pedal cycle,,,,V01.99
1421,A,7,nontraffic,,,,V01.09
1422,A,7,traffic,,,,V01.19
1423,A,6,pick-up truck or van,,,,V03.99
1424,A,7,nontraffic,,,,V03.09
1425,A,7,traffic,,,,V03.19
1426,A,6,railway,,,(train) (vehicle),V05.99
1427,A,7,nontraffic,,,,V05.09
1428,A,7,traffic,,,,V05.19
1429,A,6,streetcar,,,,V06.99
1430,A,7,nontraffic,,,,V06.09
1431,A,7,traffic,,,,V06.19
1432,A,6,stationary object,,,,V00.212
1433,A,6,two- or three-wheeled motor vehicle,,,,V02.99
1434,A,7,nontraffic,,,,V02.09
1435,A,7,traffic,,,,V02.19
1436,A,6,vehicle,,,,V09.9
1437,A,7,animal-drawn,,,,V06.99
1438,A,8,nontraffic,,,,V06.09
1439,A,8,traffic,,,,V06.19
1440,A,7,motor,,,,
1441,A,8,nontraffic,,,,V09.00
1442,A,8,traffic,,,,V09.20
1443,A,5,fall,,,,V00.211
1444,A,5,nontraffic,,,,V09.1
1445,A,6,involving motor vehicle NEC,,,,V09.00
1446,A,5,traffic,,,,V09.3
1447,A,6,involving motor vehicle NEC,,,,V09.20
1448,A,4,motorized mobility scooter,,,,V00.838
1449,A,5,collision with stationary object,,,,V00.832
1450,A,5,fall from,,,,V00.831
1451,A,4,nontraffic,,,,V09.1
1452,A,5,involving motor vehicle,,,,V09.00
1453,A,6,military,,,,V09.01
1454,A,6,specified type NEC,,,,V09.09
1455,A,4,roller skates,,,(non in-line),V00.128
1456,A,5,collision,,,(with),V09.9
1457,A,6,animal being ridden or animal drawn vehicle,,,,V06.91
1458,A,7,nontraffic,,,,V06.01
1459,A,7,traffic,,,,V06.11
1460,A,6,bus or heavy transport,,,,V04.91
1461,A,7,nontraffic,,,,V04.01
1462,A,7,traffic,,,,V04.11
1463,A,6,car,,,,V03.91
1464,A,7,nontraffic,,,,V03.01
1465,A,7,traffic,,,,V03.11
1466,A,6,pedal cycle,,,,V01.91
1467,A,7,nontraffic,,,,V01.01
1468,A,7,traffic,,,,V01.11
1469,A,6,pick-up truck or van,,,,V03.91
1470,A,7,nontraffic,,,,V03.01
1471,A,7,traffic,,,,V03.11
1472,A,6,railway,,,(train) (vehicle),V05.91
1473,A,7,nontraffic,,,,V05.01
1474,A,7,traffic,,,,V05.11
1475,A,6,streetcar,,,,V06.91
1476,A,7,nontraffic,,,,V06.01
1477,A,7,traffic,,,,V06.11
1478,A,6,stationary object,,,,V00.122
1479,A,6,two- or three-wheeled motor vehicle,,,,V02.91
1480,A,7,nontraffic,,,,V02.01
1481,A,7,traffic,,,,V02.11
1482,A,6,vehicle,,,,V09.9
1483,A,7,animal-drawn,,,,V06.91
1484,A,8,nontraffic,,,,V06.01
1485,A,8,traffic,,,,V06.11
1486,A,7,motor,,,,
1487,A,8,nontraffic,,,,V09.00
1488,A,8,traffic,,,,V09.20
1489,A,5,fall,,,,V00.121
1490,A,5,in-line,,,,V00.118
1491,A,6,collision,,"Accident, transport, pedestrian, conveyance occupant, roller skates, collision",,
1492,A,7,with stationary object,,,,V00.112
1493,A,6,fall,,,,V00.111
1494,A,5,nontraffic,,,,V09.1
1495,A,6,involving motor vehicle NEC,,,,V09.00
1496,A,5,traffic,,,,V09.3
1497,A,6,involving motor vehicle NEC,,,,V09.20
1498,A,4,rolling shoes,,,,V00.158
1499,A,5,colliding with stationary object,,,,V00.152
1500,A,5,fall,,,,V00.151
1501,A,4,rolling type NEC,,,,V00.188
1502,A,5,collision,,,(with),V09.9
1503,A,6,animal being ridden or animal drawn vehicle,,,,V06.99
1504,A,7,nontraffic,,,,V06.09
1505,A,7,traffic,,,,V06.19
1506,A,6,bus or heavy transport,,,,V04.99
1507,A,7,nontraffic,,,,V04.09
1508,A,7,traffic,,,,V04.19
1509,A,6,car,,,,V03.99
1510,A,7,nontraffic,,,,V03.09
1511,A,7,traffic,,,,V03.19
1512,A,6,pedal cycle,,,,V01.99
1513,A,7,nontraffic,,,,V01.09
1514,A,7,traffic,,,,V01.19
1515,A,6,pick-up truck or van,,,,V03.99
1516,A,7,nontraffic,,,,V03.09
1517,A,7,traffic,,,,V03.19
1518,A,6,railway,,,(train) (vehicle),V05.99
1519,A,7,nontraffic,,,,V05.09
1520,A,7,traffic,,,,V05.19
1521,A,6,stationary object,,,,V00.182
1522,A,6,streetcar,,,,V06.99
1523,A,7,nontraffic,,,,V06.09
1524,A,7,traffic,,,,V06.19
1525,A,6,two- or three-wheeled motor vehicle,,,,V02.99
1526,A,7,nontraffic,,,,V02.09
1527,A,7,traffic,,,,V02.19
1528,A,6,vehicle,,,,V09.9
1529,A,7,animal-drawn,,,,V06.99
1530,A,8,nontraffic,,,,V06.09
1531,A,8,traffic,,,,V06.19
1532,A,7,motor,,,,
1533,A,8,nontraffic,,,,V09.00
1534,A,8,traffic,,,,V09.20
1535,A,5,fall,,,,V00.181
1536,A,5,in-line roller skate,"Accident, transport, pedestrian, conveyance, roller skate, in-line",,,
1537,A,5,nontraffic,,,,V09.1
1538,A,6,involving motor vehicle NEC,,,,V09.00
1539,A,5,roller skate,"Accident, transport, pedestrian, conveyance, roller skate",,,
1540,A,5,scooter,"Accident, transport, pedestrian, conveyance, scooter",,(non-motorized),
1541,A,5,skateboard,"Accident, transport, pedestrian, conveyance, skateboard",,,
1542,A,5,traffic,,,,V09.3
1543,A,6,involving motor vehicle NEC,,,,V09.20
1544,A,4,scooter,,,(non-motorized),V00.148
1545,A,5,collision,,,(with),V09.9
1546,A,6,animal being ridden or animal drawn vehicle,,,,V06.99
1547,A,7,nontraffic,,,,V06.09
1548,A,7,traffic,,,,V06.19
1549,A,6,bus or heavy transport,,,,V04.99
1550,A,7,nontraffic,,,,V04.09
1551,A,7,traffic,,,,V04.19
1552,A,6,car,,,,V03.99
1553,A,7,nontraffic,,,,V03.09
1554,A,7,traffic,,,,V03.19
1555,A,6,pedal cycle,,,,V01.99
1556,A,7,nontraffic,,,,V01.09
1557,A,7,traffic,,,,V01.19
1558,A,6,pick-up truck or van,,,,V03.99
1559,A,7,nontraffic,,,,V03.09
1560,A,7,traffic,,,,V03.19
1561,A,6,railway,,,(train) (vehicle),V05.99
1562,A,7,nontraffic,,,,V05.09
1563,A,7,traffic,,,,V05.19
1564,A,6,streetcar,,,,V06.99
1565,A,7,nontraffic,,,,V06.09
1566,A,7,traffic,,,,V06.19
1567,A,6,stationary object,,,,V00.142
1568,A,6,two- or three-wheeled motor vehicle,,,,V02.99
1569,A,7,nontraffic,,,,V02.09
1570,A,7,traffic,,,,V02.19
1571,A,6,vehicle,,,,V09.9
1572,A,7,animal-drawn,,,,V06.99
1573,A,8,nontraffic,,,,V06.09
1574,A,8,traffic,,,,V06.19
1575,A,7,motor,,,,
1576,A,8,nontraffic,,,,V09.00
1577,A,8,traffic,,,,V09.20
1578,A,5,fall,,,,V00.141
1579,A,5,nontraffic,,,,V09.1
1580,A,6,involving motor vehicle NEC,,,,V09.00
1581,A,5,traffic,,,,V09.3
1582,A,6,involving motor vehicle NEC,,,,V09.20
1583,A,4,Segway,,,,
1584,A,5,collision with,,,,
1585,A,6,animal being ridden or animal drawn vehicle,,,,V06.938
1586,A,7,nontraffic,,,,V06.038
1587,A,7,traffic,,,,V06.138
1588,A,6,bus or heavy transport,,,,V04.938
1589,A,7,nontraffic,,,,V04.038
1590,A,7,traffic,,,,V04.138
1591,A,6,car,,,,V03.938
1592,A,7,nontraffic,,,,V03.038
1593,A,7,traffic,,,,V03.138
1594,A,6,pedal cycle,,,,V01.938
1595,A,7,nontraffic,,,,V01.038
1596,A,7,traffic,,,,V01.138
1597,A,6,pick-up or van,,,,V03.938
1598,A,7,nontraffic,,,,V03.038
1599,A,7,traffic,,,,V03.138
1600,A,6,railway,,,(train) (vehicle),V05.938
1601,A,7,nontraffic,,,,V05.038
1602,A,7,traffic,,,,V05.138
1603,A,6,streetcar,,,,V06.938
1604,A,7,nontraffic,,,,V06.038
1605,A,7,traffic,,,,V06.138
1606,A,6,three-wheeled motor vehicle,,,,V02.938
1607,A,7,nontraffic,,,,V02.038
1608,A,7,traffic,,,,V02.138
1609,A,6,two-wheeled motor vehicle,,,,V02.938
1610,A,7,nontraffic,,,,V02.038
1611,A,7,traffic,,,,V02.138
1612,A,6,"vehicle, nonmotor, specified NEC",,,,V06.938
1613,A,7,nontraffic,,,,V06.038
1614,A,7,traffic,,,,V06.138
1615,A,5,fall,,,,V00.848
1616,A,4,skateboard,,,,V00.138
1617,A,5,collision,,,(with),V09.9
1618,A,6,animal being ridden or animal drawn vehicle,,,,V06.92
1619,A,7,nontraffic,,,,V06.02
1620,A,7,traffic,,,,V06.12
1621,A,6,bus or heavy transport,,,,V04.92
1622,A,7,nontraffic,,,,V04.02
1623,A,7,traffic,,,,V04.12
1624,A,6,car,,,,V03.92
1625,A,7,nontraffic,,,,V03.02
1626,A,7,traffic,,,,V03.12
1627,A,6,pedal cycle,,,,V01.92
1628,A,7,nontraffic,,,,V01.02
1629,A,7,traffic,,,,V01.12
1630,A,6,pick-up truck or van,,,,V03.92
1631,A,7,nontraffic,,,,V03.02
1632,A,7,traffic,,,,V03.12
1633,A,6,railway,,,(train) (vehicle),V05.92
1634,A,7,nontraffic,,,,V05.02
1635,A,7,traffic,,,,V05.12
1636,A,6,streetcar,,,,V06.92
1637,A,7,nontraffic,,,,V06.02
1638,A,7,traffic,,,,V06.12
1639,A,6,stationary object,,,,V00.132
1640,A,6,two- or three-wheeled motor vehicle,,,,V02.92
1641,A,7,nontraffic,,,,V02.02
1642,A,7,traffic,,,,V02.12
1643,A,6,vehicle,,,,V09.9
1644,A,7,animal-drawn,,,,V06.92
1645,A,8,nontraffic,,,,V06.02
1646,A,8,traffic,,,,V06.12
1647,A,7,motor,,,,
1648,A,8,nontraffic,,,,V09.00
1649,A,8,traffic,,,,V09.20
1650,A,5,fall,,,,V00.131
1651,A,5,nontraffic,,,,V09.1
1652,A,6,involving motor vehicle NEC,,,,V09.00
1653,A,5,traffic,,,,V09.3
1654,A,6,involving motor vehicle NEC,,,,V09.20
1655,A,4,sled,,,,V00.228
1656,A,5,collision,,,(with),V09.9
1657,A,6,animal being ridden or animal drawn vehicle,,,,V06.99
1658,A,7,nontraffic,,,,V06.09
1659,A,7,traffic,,,,V06.19
1660,A,6,bus or heavy transport,,,,V04.99
1661,A,7,nontraffic,,,,V04.09
1662,A,7,traffic,,,,V04.19
1663,A,6,car,,,,V03.99
1664,A,7,nontraffic,,,,V03.09
1665,A,7,traffic,,,,V03.19
1666,A,6,pedal cycle,,,,V01.99
1667,A,7,nontraffic,,,,V01.09
1668,A,7,traffic,,,,V01.19
1669,A,6,pick-up truck or van,,,,V03.99
1670,A,7,nontraffic,,,,V03.09
1671,A,7,traffic,,,,V03.19
1672,A,6,railway,,,(train) (vehicle),V05.99
1673,A,7,nontraffic,,,,V05.09
1674,A,7,traffic,,,,V05.19
1675,A,6,streetcar,,,,V06.99
1676,A,7,nontraffic,,,,V06.09
1677,A,7,traffic,,,,V06.19
1678,A,6,stationary object,,,,V00.222
1679,A,6,two- or three-wheeled motor vehicle,,,,V02.99
1680,A,7,nontraffic,,,,V02.09
1681,A,7,traffic,,,,V02.19
1682,A,6,vehicle,,,,V09.9
1683,A,7,animal-drawn,,,,V06.99
1684,A,8,nontraffic,,,,V06.09
1685,A,8,traffic,,,,V06.19
1686,A,7,motor,,,,
1687,A,8,nontraffic,,,,V09.00
1688,A,8,traffic,,,,V09.20
1689,A,5,fall,,,,V00.221
1690,A,5,nontraffic,,,,V09.1
1691,A,6,involving motor vehicle NEC,,,,V09.00
1692,A,5,traffic,,,,V09.3
1693,A,6,involving motor vehicle NEC,,,,V09.20
1694,A,4,skis,,,(snow),V00.328
1695,A,5,collision,,,(with),V09.9
1696,A,6,animal being ridden or animal drawn vehicle,,,,V06.99
1697,A,7,nontraffic,,,,V06.09
1698,A,7,traffic,,,,V06.19
1699,A,6,bus or heavy transport,,,,V04.99
1700,A,7,nontraffic,,,,V04.09
1701,A,7,traffic,,,,V04.19
1702,A,6,car,,,,V03.99
1703,A,7,nontraffic,,,,V03.09
1704,A,7,traffic,,,,V03.19
1705,A,6,pedal cycle,,,,V01.99
1706,A,7,nontraffic,,,,V01.09
1707,A,7,traffic,,,,V01.19
1708,A,6,pick-up truck or van,,,,V03.99
1709,A,7,nontraffic,,,,V03.09
1710,A,7,traffic,,,,V03.19
1711,A,6,railway,,,(train) (vehicle),V05.99
1712,A,7,nontraffic,,,,V05.09
1713,A,7,traffic,,,,V05.19
1714,A,6,streetcar,,,,V06.99
1715,A,7,nontraffic,,,,V06.09
1716,A,7,traffic,,,,V06.19
1717,A,6,stationary object,,,,V00.322
1718,A,6,two- or three-wheeled motor vehicle,,,,V02.99
1719,A,7,nontraffic,,,,V02.09
1720,A,7,traffic,,,,V02.19
1721,A,6,vehicle,,,,V09.9
1722,A,7,animal-drawn,,,,V06.99
1723,A,8,nontraffic,,,,V06.09
1724,A,8,traffic,,,,V06.19
1725,A,7,motor,,,,
1726,A,8,nontraffic,,,,V09.00
1727,A,8,traffic,,,,V09.20
1728,A,5,fall,,,,V00.321
1729,A,5,nontraffic,,,,V09.1
1730,A,6,involving motor vehicle NEC,,,,V09.00
1731,A,5,traffic,,,,V09.3
1732,A,6,involving motor vehicle NEC,,,,V09.20
1733,A,4,snow board,,,,V00.318
1734,A,5,collision,,,(with),V09.9
1735,A,6,animal being ridden or animal drawn vehicle,,,,V06.99
1736,A,7,nontraffic,,,,V06.09
1737,A,7,traffic,,,,V06.19
1738,A,6,bus or heavy transport,,,,V04.99
1739,A,7,nontraffic,,,,V04.09
1740,A,7,traffic,,,,V04.19
1741,A,6,car,,,,V03.99
1742,A,7,nontraffic,,,,V03.09
1743,A,7,traffic,,,,V03.19
1744,A,6,pedal cycle,,,,V01.99
1745,A,7,nontraffic,,,,V01.09
1746,A,7,traffic,,,,V01.19
1747,A,6,pick-up truck or van,,,,V03.99
1748,A,7,nontraffic,,,,V03.09
1749,A,7,traffic,,,,V03.19
1750,A,6,railway,,,(train) (vehicle),V05.99
1751,A,7,nontraffic,,,,V05.09
1752,A,7,traffic,,,,V05.19
1753,A,6,streetcar,,,,V06.99
1754,A,7,nontraffic,,,,V06.09
1755,A,7,traffic,,,,V06.19
1756,A,6,stationary object,,,,V00.312
1757,A,6,two- or three-wheeled motor vehicle,,,,V02.99
1758,A,7,nontraffic,,,,V02.09
1759,A,7,traffic,,,,V02.19
1760,A,6,vehicle,,,,V09.9
1761,A,7,animal-drawn,,,,V06.99
1762,A,8,nontraffic,,,,V06.09
1763,A,8,traffic,,,,V06.19
1764,A,7,motor,,,,
1765,A,8,nontraffic,,,,V09.00
1766,A,8,traffic,,,,V09.20
1767,A,5,fall,,,,V00.311
1768,A,5,nontraffic,,,,V09.1
1769,A,6,involving motor vehicle NEC,,,,V09.00
1770,A,5,traffic,,,,V09.3
1771,A,6,involving motor vehicle NEC,,,,V09.20
1772,A,4,specified type NEC,,,,V00.898
1773,A,5,collision,,,(with),V09.9
1774,A,6,animal being ridden or animal drawn vehicle,,,,V06.99
1775,A,7,nontraffic,,,,V06.09
1776,A,7,traffic,,,,V06.19
1777,A,6,bus or heavy transport,,,,V04.99
1778,A,7,nontraffic,,,,V04.09
1779,A,7,traffic,,,,V04.19
1780,A,6,car,,,,V03.99
1781,A,7,nontraffic,,,,V03.09
1782,A,7,traffic,,,,V03.19
1783,A,6,pedal cycle,,,,V01.99
1784,A,7,nontraffic,,,,V01.09
1785,A,7,traffic,,,,V01.19
1786,A,6,pick-up truck or van,,,,V03.99
1787,A,7,nontraffic,,,,V03.09
1788,A,7,traffic,,,,V03.19
1789,A,6,railway,,,(train) (vehicle),V05.99
1790,A,7,nontraffic,,,,V05.09
1791,A,7,traffic,,,,V05.19
1792,A,6,streetcar,,,,V06.99
1793,A,7,nontraffic,,,,V06.09
1794,A,7,traffic,,,,V06.19
1795,A,6,stationary object,,,,V00.892
1796,A,6,two- or three-wheeled motor vehicle,,,,V02.99
1797,A,7,nontraffic,,,,V02.09
1798,A,7,traffic,,,,V02.19
1799,A,6,vehicle,,,,V09.9
1800,A,7,animal-drawn,,,,V06.99
1801,A,8,nontraffic,,,,V06.09
1802,A,8,traffic,,,,V06.19
1803,A,7,motor,,,,
1804,A,8,nontraffic,,,,V09.00
1805,A,8,traffic,,,,V09.20
1806,A,5,fall,,,,V00.891
1807,A,5,nontraffic,,,,V09.1
1808,A,6,involving motor vehicle NEC,,,,V09.00
1809,A,5,traffic,,,,V09.3
1810,A,6,involving motor vehicle NEC,,,,V09.20
1811,A,4,standing,,,,
1812,A,5,electric scooter,,,,
1813,A,6,collision with,,,,
1814,A,7,animal being ridden or animal drawn vehicle,,,,V06.931
1815,A,8,nontraffic,,,,V06.031
1816,A,8,traffic,,,,V06.131
1817,A,7,bus or heavy transport,,,,V04.931
1818,A,8,nontraffic,,,,V04.031
1819,A,8,traffic,,,,V04.131
1820,A,7,car,,,,V03.931
1821,A,8,nontraffic,,,,V03.031
1822,A,8,traffic,,,,V03.131
1823,A,7,pedal cycle,,,,V01.931
1824,A,8,nontraffic,,,,V01.031
1825,A,8,traffic,,,,V01.131
1826,A,7,pick-up or van,,,,V03.931
1827,A,8,nontraffic,,,,V03.031
1828,A,8,traffic,,,,V03.131
1829,A,7,railway,,,(train) (vehicle),V05.931
1830,A,8,nontraffic,,,,V05.031
1831,A,8,traffic,,,,V05.131
1832,A,7,streetcar,,,,V06.931
1833,A,8,nontraffic,,,,V06.031
1834,A,8,traffic,,,,V06.131
1835,A,7,three-wheeled motor vehicle,,,,V02.931
1836,A,8,nontraffic,,,,V02.031
1837,A,8,traffic,,,,V02.131
1838,A,7,two-wheeled motor vehicle,,,,V02.931
1839,A,8,nontraffic,,,,V02.031
1840,A,8,traffic,,,,V02.131
1841,A,7,"vehicle, nonmotor, specified NEC",,,,V06.931
1842,A,8,nontraffic,,,,V06.031
1843,A,8,traffic,,,,V06.131
1844,A,6,fall,,,,V00.841
1845,A,5,micro-mobility pedestrian conveyance,,,,
1846,A,6,collision with,,,,
1847,A,7,animal being ridden or animal drawn vehicle,,,,V06.938
1848,A,8,nontraffic,,,,V06.038
1849,A,8,traffic,,,,V06.138
1850,A,7,bus or heavy transport,,,,V04.938
1851,A,8,nontraffic,,,,V04.038
1852,A,8,traffic,,,,V04.138
1853,A,7,car,,,,V03.938
1854,A,8,nontraffic,,,,V03.038
1855,A,8,traffic,,,,V03.138
1856,A,7,pedal cycle,,,,V01.938
1857,A,8,nontraffic,,,,V01.038
1858,A,8,traffic,,,,V01.138
1859,A,7,pick-up or van,,,,V03.938
1860,A,8,nontraffic,,,,V03.038
1861,A,8,traffic,,,,V03.138
1862,A,7,railway,,,(train) (vehicle),V05.938
1863,A,8,nontraffic,,,,V05.038
1864,A,8,traffic,,,,V05.138
1865,A,7,stationary object,,,,V00.842
1866,A,7,streetcar,,,,V06.938
1867,A,8,nontraffic,,,,V06.038
