RowID,Letter,Level,Term,SeeAlso,NonEssModif,PoisoningAccidental,PoisoningIntentionalSelfHarm,PoisoningAssault,PoisoningUndetermined,AdverseEffect,Underdosing
989,B,0,Betamicin,,,T36.8X1,T36.8X2,T36.8X3,T36.8X4,T36.8X5,T36.8X6
990,B,0,Betanidine,,,T46.5X1,T46.5X2,T46.5X3,T46.5X4,T46.5X5,T46.5X6
991,B,0,b-sitosterol,,(s),T46.6X1,T46.6X2,T46.6X3,T46.6X4,T46.6X5,T46.6X6
992,B,0,Betaxolol,,,T44.7X1,T44.7X2,T44.7X3,T44.7X4,T44.7X5,T44.7X6
993,B,0,Betazole,,,T50.8X1,T50.8X2,T50.8X3,T50.8X4,T50.8X5,T50.8X6
994,B,0,Bethanechol,,,T44.1X1,T44.1X2,T44.1X3,T44.1X4,T44.1X5,T44.1X6
995,B,1,chloride,,,T44.1X1,T44.1X2,T44.1X3,T44.1X4,T44.1X5,T44.1X6
996,B,0,Bethanidine,,,T46.5X1,T46.5X2,T46.5X3,T46.5X4,T46.5X5,T46.5X6
997,B,0,Betoxycaine,,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
998,B,0,Betula oil,,,T49.3X1,T49.3X2,T49.3X3,T49.3X4,T49.3X5,T49.3X6
999,B,0,Bevantolol,,,T44.7X1,T44.7X2,T44.7X3,T44.7X4,T44.7X5,T44.7X6
1000,B,0,Bevonium metilsulfate,,,T44.3X1,T44.3X2,T44.3X3,T44.3X4,T44.3X5,T44.3X6
1001,B,0,Bezafibrate,,,T46.6X1,T46.6X2,T46.6X3,T46.6X4,T46.6X5,T46.6X6
1002,B,0,Bezitramide,,,T40.491,T40.492,T40.493,T40.494,T40.495,T40.496
1003,B,0,BHA,,,T50.991,T50.992,T50.993,T50.994,T50.995,T50.996
1004,B,0,Bhang,,,T40.711,T40.712,T40.713,T40.714,T40.715,T40.716
1005,B,0,BHC,,(medicinal),T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
1006,B,1,nonmedicinal,,(vapor),T53.6X1,T53.6X2,T53.6X3,T53.6X4,--,--
1007,B,0,Bialamicol,,,T37.3X1,T37.3X2,T37.3X3,T37.3X4,T37.3X5,T37.3X6
1008,B,0,Bibenzonium bromide,,,T48.3X1,T48.3X2,T48.3X3,T48.3X4,T48.3X5,T48.3X6
1009,B,0,Bibrocathol,,,T49.5X1,T49.5X2,T49.5X3,T49.5X4,T49.5X5,T49.5X6
1010,B,0,Bichloride of mercury,,,,,,,,
1011,B,0,Bichromates,,(calcium) (potassium)(sodium) (crystals),T57.8X1,T57.8X2,T57.8X3,T57.8X4,--,--
1012,B,1,fumes,,,T56.2X1,T56.2X2,T56.2X3,T56.2X4,--,--
1013,B,0,Biclotymol,,,T49.6X1,T49.6X2,T49.6X3,T49.6X4,T49.6X5,T49.6X6
1014,B,0,Bicucculine,,,T50.7X1,T50.7X2,T50.7X3,T50.7X4,T50.7X5,T50.7X6
1015,B,0,Bifemelane,,,T43.291,T43.292,T43.293,T43.294,T43.295,T43.296
1016,B,0,"Biguanide derivatives, oral",,,T38.3X1,T38.3X2,T38.3X3,T38.3X4,T38.3X5,T38.3X6
1017,B,0,Bile salts,,,T47.5X1,T47.5X2,T47.5X3,T47.5X4,T47.5X5,T47.5X6
1018,B,0,Biligrafin,,,T50.8X1,T50.8X2,T50.8X3,T50.8X4,T50.8X5,T50.8X6
1019,B,0,Bilopaque,,,T50.8X1,T50.8X2,T50.8X3,T50.8X4,T50.8X5,T50.8X6
1020,B,0,Binifibrate,,,T46.6X1,T46.6X2,T46.6X3,T46.6X4,T46.6X5,T46.6X6
1021,B,0,Binitrobenzol,,,T65.3X1,T65.3X2,T65.3X3,T65.3X4,--,--
1022,B,0,Bioflavonoid,,(s),T46.991,T46.992,T46.993,T46.994,T46.995,T46.996
1023,B,0,Biological substance NEC,,,T50.901,T50.902,T50.903,T50.904,T50.905,T50.906
1024,B,0,Biotin,,,T45.2X1,T45.2X2,T45.2X3,T45.2X4,T45.2X5,T45.2X6
1025,B,0,Biperiden,,,T44.3X1,T44.3X2,T44.3X3,T44.3X4,T44.3X5,T44.3X6
1026,B,0,Bisacodyl,,,T47.2X1,T47.2X2,T47.2X3,T47.2X4,T47.2X5,T47.2X6
1027,B,0,Bisbentiamine,,,T45.2X1,T45.2X2,T45.2X3,T45.2X4,T45.2X5,T45.2X6
1028,B,0,Bisbutiamine,,,T45.2X1,T45.2X2,T45.2X3,T45.2X4,T45.2X5,T45.2X6
1029,B,0,Bisdequalinium,,(salts) (diacetate),T49.6X1,T49.6X2,T49.6X3,T49.6X4,T49.6X5,T49.6X6
1030,B,0,Bishydroxycoumarin,,,T45.511,T45.512,T45.513,T45.514,T45.515,T45.516
1031,B,0,Bismarsen,,,T37.8X1,T37.8X2,T37.8X3,T37.8X4,T37.8X5,T37.8X6
1032,B,0,Bismuth salts,,,T47.6X1,T47.6X2,T47.6X3,T47.6X4,T47.6X5,T47.6X6
1033,B,1,aluminate,,,T47.1X1,T47.1X2,T47.1X3,T47.1X4,T47.1X5,T47.1X6
1034,B,1,anti-infectives,,,T37.8X1,T37.8X2,T37.8X3,T37.8X4,T37.8X5,T37.8X6
1035,B,1,formic iodide,,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
1036,B,1,glycolylarsenate,,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
1037,B,1,nonmedicinal,,(compounds),T65.91,T65.92,T65.93,T65.94,--,--
1038,B,1,subcarbonate,,,T47.6X1,T47.6X2,T47.6X3,T47.6X4,T47.6X5,T47.6X6
1039,B,1,subsalicylate,,,T37.8X1,T37.8X2,T37.8X3,T37.8X4,T37.8X5,T37.8X6
1040,B,1,sulfarsphenamine,,,T37.8X1,T37.8X2,T37.8X3,T37.8X4,T37.8X5,T37.8X6
1041,B,0,Bisoprolol,,,T44.7X1,T44.7X2,T44.7X3,T44.7X4,T44.7X5,T44.7X6
1042,B,0,Bisoxatin,,,T47.2X1,T47.2X2,T47.2X3,T47.2X4,T47.2X5,T47.2X6
1043,B,0,Bisulepin,,(hydrochloride),T45.0X1,T45.0X2,T45.0X3,T45.0X4,T45.0X5,T45.0X6
1044,B,0,Bithionol,,,T37.8X1,T37.8X2,T37.8X3,T37.8X4,T37.8X5,T37.8X6
1045,B,1,anthelminthic,,,T37.4X1,T37.4X2,T37.4X3,T37.4X4,T37.4X5,T37.4X6
1046,B,0,Bitolterol,,,T48.6X1,T48.6X2,T48.6X3,T48.6X4,T48.6X5,T48.6X6
1047,B,0,Bitoscanate,,,T37.4X1,T37.4X2,T37.4X3,T37.4X4,T37.4X5,T37.4X6
1048,B,0,Bitter almond oil,,,T62.8X1,T62.8X2,T62.8X3,T62.8X4,--,--
1049,B,0,Bittersweet,,,T62.2X1,T62.2X2,T62.2X3,T62.2X4,--,--
1050,B,0,Black,,,,,,,,
1051,B,1,flag,,,T60.91,T60.92,T60.93,T60.94,--,--
1052,B,1,henbane,,,T62.2X1,T62.2X2,T62.2X3,T62.2X4,--,--
1053,B,1,leaf,,(40),T60.91,T60.92,T60.93,T60.94,--,--
1054,B,1,widow spider,,(bite),T63.311,T63.312,T63.313,T63.314,--,--
1055,B,2,antivenin,,,T50.Z11,T50.Z12,T50.Z13,T50.Z14,T50.Z15,T50.Z16
1056,B,0,Blast furnace gas,,(carbon monoxide from),T58.8X1,T58.8X2,T58.8X3,T58.8X4,--,--
1057,B,0,Bleach,,,T54.91,T54.92,T54.93,T54.94,--,--
1058,B,0,Bleaching agent,,(medicinal),T49.4X1,T49.4X2,T49.4X3,T49.4X4,T49.4X5,T49.4X6
1059,B,0,Bleomycin,,,T45.1X1,T45.1X2,T45.1X3,T45.1X4,T45.1X5,T45.1X6
1060,B,0,Blockain,,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
1061,B,1,infiltration,,(subcutaneous),T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
1062,B,1,nerve block,,(peripheral) (plexus),T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
1063,B,1,topical,,(surface),T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
1064,B,0,"Blockers, calcium channel",,,T46.1X1,T46.1X2,T46.1X3,T46.1X4,T46.1X5,T46.1X6
1065,B,0,Blood,,(derivatives) (natural) (plasma) (whole),T45.8X1,T45.8X2,T45.8X3,T45.8X4,T45.8X5,T45.8X6
1066,B,1,dried,,,T45.8X1,T45.8X2,T45.8X3,T45.8X4,T45.8X5,T45.8X6
1067,B,1,drug affecting NEC,,,T45.91,T45.92,T45.93,T45.94,T45.95,T45.96
1068,B,1,expander NEC,,,T45.8X1,T45.8X2,T45.8X3,T45.8X4,T45.8X5,T45.8X6
1069,B,1,fraction NEC,,,T45.8X1,T45.8X2,T45.8X3,T45.8X4,T45.8X5,T45.8X6
1070,B,1,substitute,,(macromolecular),T45.8X1,T45.8X2,T45.8X3,T45.8X4,T45.8X5,T45.8X6
1071,B,0,Blue velvet,,,T40.2X1,T40.2X2,T40.2X3,T40.2X4,--,--
1072,B,0,Bone meal,,,T62.8X1,T62.8X2,T62.8X3,T62.8X4,--,--
1073,B,0,Bonine,,,T45.0X1,T45.0X2,T45.0X3,T45.0X4,T45.0X5,T45.0X6
1074,B,0,Bopindolol,,,T44.7X1,T44.7X2,T44.7X3,T44.7X4,T44.7X5,T44.7X6
1075,B,0,Boracic acid,,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
1076,B,1,ENT agent,,,T49.6X1,T49.6X2,T49.6X3,T49.6X4,T49.6X5,T49.6X6
1077,B,1,ophthalmic preparation,,,T49.5X1,T49.5X2,T49.5X3,T49.5X4,T49.5X5,T49.5X6
1078,B,0,Borane complex,,,T57.8X1,T57.8X2,T57.8X3,T57.8X4,--,--
1079,B,0,Borate,,(s),T57.8X1,T57.8X2,T57.8X3,T57.8X4,--,--
1080,B,1,buffer,,,T50.991,T50.992,T50.993,T50.994,T50.995,T50.996
1081,B,1,cleanser,,,T54.91,T54.92,T54.93,T54.94,--,--
1082,B,1,sodium,,,T57.8X1,T57.8X2,T57.8X3,T57.8X4,--,--
1083,B,0,Borax,,(cleanser),T54.91,T54.92,T54.93,T54.94,--,--
1084,B,0,Bordeaux mixture,,,T60.3X1,T60.3X2,T60.3X3,T60.3X4,--,--
1085,B,0,Boric acid,,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
1086,B,1,ENT agent,,,T49.6X1,T49.6X2,T49.6X3,T49.6X4,T49.6X5,T49.6X6
1087,B,1,ophthalmic preparation,,,T49.5X1,T49.5X2,T49.5X3,T49.5X4,T49.5X5,T49.5X6
1088,B,0,Bornaprine,,,T44.3X1,T44.3X2,T44.3X3,T44.3X4,T44.3X5,T44.3X6
1089,B,0,Boron,,,T57.8X1,T57.8X2,T57.8X3,T57.8X4,--,--
1090,B,1,hydride NEC,,,T57.8X1,T57.8X2,T57.8X3,T57.8X4,--,--
1091,B,2,fumes or gas,,,T57.8X1,T57.8X2,T57.8X3,T57.8X4,--,--
1092,B,1,trifluoride,,,T59.891,T59.892,T59.893,T59.894,--,--
1093,B,0,Botox,,,T48.291,T48.292,T48.293,T48.294,T48.295,T48.296
1094,B,0,Botulinus anti-toxin,,"(type A, B)",T50.Z11,T50.Z12,T50.Z13,T50.Z14,T50.Z15,T50.Z16
1095,B,0,Brake fluid vapor,,,T59.891,T59.892,T59.893,T59.894,--,--
1096,B,0,Brallobarbital,,,T42.3X1,T42.3X2,T42.3X3,T42.3X4,T42.3X5,T42.3X6
1097,B,0,Bran,,(wheat),T47.4X1,T47.4X2,T47.4X3,T47.4X4,T47.4X5,T47.4X6
1098,B,0,Brass,,(fumes),T56.891,T56.892,T56.893,T56.894,--,--
1099,B,0,Brasso,,,T52.0X1,T52.0X2,T52.0X3,T52.0X4,--,--
1100,B,0,Bretylium tosilate,,,T46.2X1,T46.2X2,T46.2X3,T46.2X4,T46.2X5,T46.2X6
1101,B,0,Brevital,,(sodium),T41.1X1,T41.1X2,T41.1X3,T41.1X4,T41.1X5,T41.1X6
1102,B,0,Brinase,,,T45.3X1,T45.3X2,T45.3X3,T45.3X4,T45.3X5,T45.3X6
1103,B,0,British antilewisite,,,T45.8X1,T45.8X2,T45.8X3,T45.8X4,T45.8X5,T45.8X6
1104,B,0,Brodifacoum,,,T60.4X1,T60.4X2,T60.4X3,T60.4X4,--,--
1105,B,0,Bromal,,(hydrate),T42.6X1,T42.6X2,T42.6X3,T42.6X4,T42.6X5,T42.6X6
1106,B,0,Bromazepam,,,T42.4X1,T42.4X2,T42.4X3,T42.4X4,T42.4X5,T42.4X6
1107,B,0,Bromazine,,,T45.0X1,T45.0X2,T45.0X3,T45.0X4,T45.0X5,T45.0X6
1108,B,0,Brombenzylcyanide,,,T59.3X1,T59.3X2,T59.3X3,T59.3X4,--,--
1109,B,0,Bromelains,,,T45.3X1,T45.3X2,T45.3X3,T45.3X4,T45.3X5,T45.3X6
1110,B,0,Bromethalin,,,T60.4X1,T60.4X2,T60.4X3,T60.4X4,--,--
1111,B,0,Bromhexine,,,T48.4X1,T48.4X2,T48.4X3,T48.4X4,T48.4X5,T48.4X6
1112,B,0,Bromide salts,,,T42.6X1,T42.6X2,T42.6X3,T42.6X4,T42.6X5,T42.6X6
1113,B,0,Bromindione,,,T45.511,T45.512,T45.513,T45.514,T45.515,T45.516
1114,B,0,Bromine,,,,,,,,
1115,B,1,compounds,,(medicinal),T42.6X1,T42.6X2,T42.6X3,T42.6X4,T42.6X5,T42.6X6
1116,B,1,sedative,,,T42.6X1,T42.6X2,T42.6X3,T42.6X4,T42.6X5,T42.6X6
1117,B,1,vapor,,,T59.891,T59.892,T59.893,T59.894,--,--
1118,B,0,Bromisoval,,,T42.6X1,T42.6X2,T42.6X3,T42.6X4,T42.6X5,T42.6X6
1119,B,0,Bromisovalum,,,T42.6X1,T42.6X2,T42.6X3,T42.6X4,T42.6X5,T42.6X6
1120,B,0,Bromobenzylcyanide,,,T59.3X1,T59.3X2,T59.3X3,T59.3X4,--,--
1121,B,0,Bromochlorosalicylani-lide,,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
1122,B,0,Bromocriptine,,,T42.8X1,T42.8X2,T42.8X3,T42.8X4,T42.8X5,T42.8X6
1123,B,0,Bromodiphenhydramine,,,T45.0X1,T45.0X2,T45.0X3,T45.0X4,T45.0X5,T45.0X6
1124,B,0,Bromoform,,,T42.6X1,T42.6X2,T42.6X3,T42.6X4,T42.6X5,T42.6X6
1125,B,0,Bromophenol blue reagent,,,T50.991,T50.992,T50.993,T50.994,T50.995,T50.996
1126,B,0,Bromopride,,,T47.8X1,T47.8X2,T47.8X3,T47.8X4,T47.8X5,T47.8X6
1127,B,0,Bromosalicylchloranitide,,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
1128,B,0,Bromosalicylhydroxamic acid,,,T37.1X1,T37.1X2,T37.1X3,T37.1X4,T37.1X5,T37.1X6
1129,B,0,Bromo-seltzer,,,T39.1X1,T39.1X2,T39.1X3,T39.1X4,T39.1X5,T39.1X6
1130,B,0,Bromoxynil,,,T60.3X1,T60.3X2,T60.3X3,T60.3X4,--,--
1131,B,0,Bromperidol,,,T43.4X1,T43.4X2,T43.4X3,T43.4X4,T43.4X5,T43.4X6
1132,B,0,Brompheniramine,,,T45.0X1,T45.0X2,T45.0X3,T45.0X4,T45.0X5,T45.0X6
1133,B,0,Bromsulfophthalein,,,T50.8X1,T50.8X2,T50.8X3,T50.8X4,T50.8X5,T50.8X6
1134,B,0,Bromural,,,T42.6X1,T42.6X2,T42.6X3,T42.6X4,T42.6X5,T42.6X6
1135,B,0,Bromvaletone,,,T42.6X1,T42.6X2,T42.6X3,T42.6X4,T42.6X5,T42.6X6
1136,B,0,Bronchodilator NEC,,,T48.6X1,T48.6X2,T48.6X3,T48.6X4,T48.6X5,T48.6X6
1137,B,0,Brotizolam,,,T42.4X1,T42.4X2,T42.4X3,T42.4X4,T42.4X5,T42.4X6
1138,B,0,Brovincamine,,,T46.7X1,T46.7X2,T46.7X3,T46.7X4,T46.7X5,T46.7X6
1139,B,0,Brown recluse spider,,(bite) (venom),T63.331,T63.332,T63.333,T63.334,--,--
1140,B,0,Brown spider,,(bite) (venom),T63.391,T63.392,T63.393,T63.394,--,--
1141,B,0,Broxaterol,,,T48.6X1,T48.6X2,T48.6X3,T48.6X4,T48.6X5,T48.6X6
1142,B,0,Broxuridine,,,T45.1X1,T45.1X2,T45.1X3,T45.1X4,T45.1X5,T45.1X6
1143,B,0,Broxyquinoline,,,T37.8X1,T37.8X2,T37.8X3,T37.8X4,T37.8X5,T37.8X6
1144,B,0,Bruceine,,,T48.291,T48.292,T48.293,T48.294,T48.295,T48.296
1145,B,0,Brucia,,,T62.2X1,T62.2X2,T62.2X3,T62.2X4,--,--
1146,B,0,Brucine,,,T65.1X1,T65.1X2,T65.1X3,T65.1X4,--,--
1147,B,0,Brunswick green,,,,,,,,
1148,B,0,Bruten,,,,,,,,
1149,B,0,Bryonia,,,T47.2X1,T47.2X2,T47.2X3,T47.2X4,T47.2X5,T47.2X6
1150,B,0,Buclizine,,,T45.0X1,T45.0X2,T45.0X3,T45.0X4,T45.0X5,T45.0X6
1151,B,0,Buclosamide,,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
1152,B,0,Budesonide,,,T44.5X1,T44.5X2,T44.5X3,T44.5X4,T44.5X5,T44.5X6
1153,B,0,Budralazine,,,T46.5X1,T46.5X2,T46.5X3,T46.5X4,T46.5X5,T46.5X6
1154,B,0,Bufferin,,,T39.011,T39.012,T39.013,T39.014,T39.015,T39.016
1155,B,0,Buflomedil,,,T46.7X1,T46.7X2,T46.7X3,T46.7X4,T46.7X5,T46.7X6
1156,B,0,Buformin,,,T38.3X1,T38.3X2,T38.3X3,T38.3X4,T38.3X5,T38.3X6
1157,B,0,Bufotenine,,,T40.991,T40.992,T40.993,T40.994,--,--
1158,B,0,Bufrolin,,,T48.6X1,T48.6X2,T48.6X3,T48.6X4,T48.6X5,T48.6X6
1159,B,0,Bufylline,,,T48.6X1,T48.6X2,T48.6X3,T48.6X4,T48.6X5,T48.6X6
1160,B,0,Bulk filler,,,T50.5X1,T50.5X2,T50.5X3,T50.5X4,T50.5X5,T50.5X6
1161,B,1,cathartic,,,T47.4X1,T47.4X2,T47.4X3,T47.4X4,T47.4X5,T47.4X6
1162,B,0,Bumetanide,,,T50.1X1,T50.1X2,T50.1X3,T50.1X4,T50.1X5,T50.1X6
1163,B,0,Bunaftine,,,T46.2X1,T46.2X2,T46.2X3,T46.2X4,T46.2X5,T46.2X6
1164,B,0,Bunamiodyl,,,T50.8X1,T50.8X2,T50.8X3,T50.8X4,T50.8X5,T50.8X6
1165,B,0,Bunazosin,,,T44.6X1,T44.6X2,T44.6X3,T44.6X4,T44.6X5,T44.6X6
1166,B,0,Bunitrolol,,,T44.7X1,T44.7X2,T44.7X3,T44.7X4,T44.7X5,T44.7X6
1167,B,0,Buphenine,,,T46.7X1,T46.7X2,T46.7X3,T46.7X4,T46.7X5,T46.7X6
1168,B,0,Bupivacaine,,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
1169,B,1,infiltration,,(subcutaneous),T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
1170,B,1,nerve block,,(peripheral) (plexus),T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
1171,B,1,spinal,,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
1172,B,0,Bupranolol,,,T44.7X1,T44.7X2,T44.7X3,T44.7X4,T44.7X5,T44.7X6
1173,B,0,Buprenorphine,,,T40.491,T40.492,T40.493,T40.494,T40.495,T40.496
1174,B,0,Bupropion,,,T43.291,T43.292,T43.293,T43.294,T43.295,T43.296
1175,B,0,Burimamide,,,T47.1X1,T47.1X2,T47.1X3,T47.1X4,T47.1X5,T47.1X6
1176,B,0,Buserelin,,,T38.891,T38.892,T38.893,T38.894,T38.895,T38.896
1177,B,0,Buspirone,,,T43.591,T43.592,T43.593,T43.594,T43.595,T43.596
1178,B,0,"Busulfan, busulphan",,,T45.1X1,T45.1X2,T45.1X3,T45.1X4,T45.1X5,T45.1X6
1179,B,0,Butabarbital,,(sodium),T42.3X1,T42.3X2,T42.3X3,T42.3X4,T42.3X5,T42.3X6
1180,B,0,Butabarbitone,,,T42.3X1,T42.3X2,T42.3X3,T42.3X4,T42.3X5,T42.3X6
1181,B,0,Butabarpal,,,T42.3X1,T42.3X2,T42.3X3,T42.3X4,T42.3X5,T42.3X6
1182,B,0,Butacaine,,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
1183,B,0,Butalamine,,,T46.7X1,T46.7X2,T46.7X3,T46.7X4,T46.7X5,T46.7X6
1184,B,0,Butalbital,,,T42.3X1,T42.3X2,T42.3X3,T42.3X4,T42.3X5,T42.3X6
1185,B,0,Butallylonal,,,T42.3X1,T42.3X2,T42.3X3,T42.3X4,T42.3X5,T42.3X6
1186,B,0,Butamben,,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
1187,B,0,Butamirate,,,T48.3X1,T48.3X2,T48.3X3,T48.3X4,T48.3X5,T48.3X6
1188,B,0,Butane,,(distributed in mobile container),T59.891,T59.892,T59.893,T59.894,--,--
1189,B,1,distributed through pipes,,,T59.891,T59.892,T59.893,T59.894,--,--
1190,B,1,incomplete combustion,,,T58.11,T58.12,T58.13,T58.14,--,--
1191,B,0,Butanilicaine,,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
1192,B,0,Butanol,,,T51.3X1,T51.3X2,T51.3X3,T51.3X4,--,--
1193,B,0,"Butanone, 2-butanone",,,T52.4X1,T52.4X2,T52.4X3,T52.4X4,--,--
1194,B,0,Butantrone,,,T49.4X1,T49.4X2,T49.4X3,T49.4X4,T49.4X5,T49.4X6
1195,B,0,Butaperazine,,,T43.3X1,T43.3X2,T43.3X3,T43.3X4,T43.3X5,T43.3X6
1196,B,0,Butazolidin,,,T39.2X1,T39.2X2,T39.2X3,T39.2X4,T39.2X5,T39.2X6
1197,B,0,Butetamate,,,T48.6X1,T48.6X2,T48.6X3,T48.6X4,T48.6X5,T48.6X6
1198,B,0,Butethal,,,T42.3X1,T42.3X2,T42.3X3,T42.3X4,T42.3X5,T42.3X6
1199,B,0,Butethamate,,,T44.3X1,T44.3X2,T44.3X3,T44.3X4,T44.3X5,T44.3X6
1200,B,0,Buthalitone,,(sodium),T41.1X1,T41.1X2,T41.1X3,T41.1X4,T41.1X5,T41.1X6
1201,B,0,Butisol,,(sodium),T42.3X1,T42.3X2,T42.3X3,T42.3X4,T42.3X5,T42.3X6
1202,B,0,Butizide,,,T50.2X1,T50.2X2,T50.2X3,T50.2X4,T50.2X5,T50.2X6
1203,B,0,Butobarbital,,,T42.3X1,T42.3X2,T42.3X3,T42.3X4,T42.3X5,T42.3X6
1204,B,1,sodium,,,T42.3X1,T42.3X2,T42.3X3,T42.3X4,T42.3X5,T42.3X6
1205,B,0,Butobarbitone,,,T42.3X1,T42.3X2,T42.3X3,T42.3X4,T42.3X5,T42.3X6
1206,B,0,Butoconazole,,(nitrate),T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
1207,B,0,Butorphanol,,,T40.491,T40.492,T40.493,T40.494,T40.495,T40.496
1208,B,0,Butriptyline,,,T43.011,T43.012,T43.013,T43.014,T43.015,T43.016
1209,B,0,Butropium bromide,,,T44.3X1,T44.3X2,T44.3X3,T44.3X4,T44.3X5,T44.3X6
1210,B,0,Butter of antimony,,,,,,,,
1211,B,0,Buttercups,,,T62.2X1,T62.2X2,T62.2X3,T62.2X4,--,--
1212,B,0,Butyl,,,,,,,,
1213,B,1,acetate,,(secondary),T52.8X1,T52.8X2,T52.8X3,T52.8X4,--,--
1214,B,1,alcohol,,,T51.3X1,T51.3X2,T51.3X3,T51.3X4,--,--
1215,B,1,aminobenzoate,,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
1216,B,1,butyrate,,,T52.8X1,T52.8X2,T52.8X3,T52.8X4,--,--
1217,B,1,carbinol,,,T51.3X1,T51.3X2,T51.3X3,T51.3X4,--,--
1218,B,1,carbitol,,,T52.3X1,T52.3X2,T52.3X3,T52.3X4,--,--
1219,B,1,cellosolve,,,T52.3X1,T52.3X2,T52.3X3,T52.3X4,--,--
1220,B,1,chloral,,(hydrate),T42.6X1,T42.6X2,T42.6X3,T42.6X4,T42.6X5,T42.6X6
1221,B,1,formate,,,T52.8X1,T52.8X2,T52.8X3,T52.8X4,--,--
1222,B,1,lactate,,,T52.8X1,T52.8X2,T52.8X3,T52.8X4,--,--
1223,B,1,propionate,,,T52.8X1,T52.8X2,T52.8X3,T52.8X4,--,--
1224,B,1,scopolamine bromide,,,T44.3X1,T44.3X2,T44.3X3,T44.3X4,T44.3X5,T44.3X6
1225,B,1,thiobarbital sodium,,,T41.1X1,T41.1X2,T41.1X3,T41.1X4,T41.1X5,T41.1X6
1226,B,0,Butylated hydroxy-anisole,,,T50.991,T50.992,T50.993,T50.994,T50.995,T50.996
1227,B,0,Butylchloral hydrate,,,T42.6X1,T42.6X2,T42.6X3,T42.6X4,T42.6X5,T42.6X6
1228,B,0,Butyltoluene,,,T52.2X1,T52.2X2,T52.2X3,T52.2X4,--,--
1229,B,0,Butyn,,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
1230,B,0,Butyrophenone,,(-based tranquilizers),T43.4X1,T43.4X2,T43.4X3,T43.4X4,T43.4X5,T43.4X6
1231,C,0,Cabergoline,,,T42.8X1,T42.8X2,T42.8X3,T42.8X4,T42.8X5,T42.8X6
1232,C,0,"Cacodyl, cacodylic acid",,,T57.0X1,T57.0X2,T57.0X3,T57.0X4,--,--
1233,C,0,Cactinomycin,,,T45.1X1,T45.1X2,T45.1X3,T45.1X4,T45.1X5,T45.1X6
1234,C,0,Cade oil,,,T49.4X1,T49.4X2,T49.4X3,T49.4X4,T49.4X5,T49.4X6
1235,C,0,Cadexomer iodine,,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
1236,C,0,Cadmium,,(chloride) (fumes) (oxide),T56.3X1,T56.3X2,T56.3X3,T56.3X4,--,--
1237,C,1,sulfide,,(medicinal),T49.4X1,T49.4X2,T49.4X3,T49.4X4,T49.4X5,T49.4X6
1238,C,0,Cadralazine,,,T46.5X1,T46.5X2,T46.5X3,T46.5X4,T46.5X5,T46.5X6
1239,C,0,Caffeine,,,T43.611,T43.612,T43.613,T43.614,T43.615,T43.616
1240,C,0,Calabar bean,,,T62.2X1,T62.2X2,T62.2X3,T62.2X4,--,--
1241,C,0,Caladium seguinum,,,T62.2X1,T62.2X2,T62.2X3,T62.2X4,--,--
1242,C,0,Calamine,,(lotion),T49.3X1,T49.3X2,T49.3X3,T49.3X4,T49.3X5,T49.3X6
1243,C,0,Calcifediol,,,T45.2X1,T45.2X2,T45.2X3,T45.2X4,T45.2X5,T45.2X6
1244,C,0,Calciferol,,,T45.2X1,T45.2X2,T45.2X3,T45.2X4,T45.2X5,T45.2X6
1245,C,0,Calcitonin,,,T50.991,T50.992,T50.993,T50.994,T50.995,T50.996
